measure,first,second,third
18.957777075474347,religieuse,neutralité,politique
17.07833961295929,veulent,travailler,veulent
13.574334591374285,classe,politique,française
13.163009974785105,route,front,national
15.695924722177711,père,mort,france
14.870013081550898,grandes,économies,faire
12.36238237465627,sert,plus,rien
17.714770783073714,lutte,contre,terrorisme
18.353332673178922,vice,premier,ministre
18.737918810842338,barrer,route,front
11.82910923823167,électeurs,front,national
10.625000976035302,euro,veut,dire
22.114763021209164,pages,faits,divers
9.003138638006718,national,front,national
12.368164727250278,moment,donné,faut
16.003923841869454,étais,contre,intervention
17.933949703624116,chine,etats,unis
11.222432828718674,dois,dire,suis
17.35696392362579,était,trompé,porte
11.984098863513204,était,premier,ministre
20.393575037607913,faire,grosse,bœuf
13.430464665840336,hollande,nicolas,sarkozy
17.02377765102218,parle,journalistes,parle
15.219423806005523,franc,euro,veut
12.940617553448654,groupe,front,national
24.022590736071738,députation,paris,1957
20.137483097709246,proposé,république,référendaire
16.050856722153263,perte,pouvoir,achat
16.67246574935372,suis,pupille,nation
14.83340196756878,suis,seule,vouloir
14.119583219626488,suis,député,européen
18.05807252875364,mettre,droits,douane
16.01213624458678,mettre,place,protectionnisme
21.300732034295738,liberté,égalité,fraternité
23.400267707846652,banques,dépôt,banques
20.04192221432367,retrouver,souveraineté,monétaire
11.338581539368558,contre,front,national
10.450291926865575,celui,front,national
12.703578356147808,liste,front,national
17.280887222898865,mort,france,1942
12.690300172983832,mort,certain,nombre
12.614130631014064,mort,france,pendant
19.17600065073103,majorité,socialo,communiste
12.854887679422774,élus,front,national
11.538519109877313,égard,front,national
17.97035638313238,secrétaire,parti,socialiste
16.588657615671245,obtenir,nationalité,française
14.15333963679904,protectionnisme,égard,pays
13.5935144079589,lorsqu,était,ministre
18.273155789943313,parité,franc,euro
16.049862817157077,vais,donner,chiffre
14.235418470313157,vais,donner,exemple
10.372471222292237,vais,dire,chose
12.674618550751564,déjà,certain,nombre
20.7100195520635,concurrence,internationale,déloyale
15.500227167506683,concurrence,déloyale,pays
14.247315785008055,pays,millions,habitants
12.293945839344996,pays,union,européenne
9.980792574324372,pays,certain,nombre
15.888307038068405,moyenne,pays,européens
9.956390014980435,pense,président,république
9.775547459602343,pense,certain,nombre
8.487444925283043,pense,front,national
22.134808963410922,présenté,candidature,arabe
16.261676293057594,dont,sait,pertinemment
13.864466910730691,dont,personne,parle
11.508807958530777,dont,puisse,dire
13.554939010667272,situation,économique,sociale
11.288540856868963,projet,front,national
12.551575262702762,programme,front,national
22.458073505861105,acquisition,automatique,nationalité
27.311160234012675,nathalie,kosciusko,morizet
9.272239044539866,conséquent,front,national
14.735846102262915,gauche,extrême,gauche
13.656465607310434,gauche,parti,socialiste
15.963617954063409,mesure,intérêt,général
20.38606504302656,devant,commission,discipline
15.794365380990712,compte,tenu,situation
18.1759090190475,faudrait,mettre,entrée
20.28404410608605,préparé,sortie,euro
20.404054967614243,salaires,travailleurs,manuels
18.265595570946275,pouvoir,socialo,communistes
11.882811453929175,pouvoir,achat,français
19.873668223887314,impôt,revenu,impôt
19.212470137339082,impôt,revenu,travail
10.504778514396364,ecoutez,vais,dire
20.721107911694894,nationalité,hérite,mérite
14.918612808038379,immigration,insécurité,chômage
17.083415376868103,étrangers,situation,légale
9.752523586651257,crois,certain,nombre
7.001499157655434,crois,faut,faire
6.887039102606426,crois,crois,crois
15.89534302871553,milliards,euros,dette
17.52099462311267,deuxième,guerre,mondiale
15.625832623334254,deuxième,tour,élection
14.163009974785105,quitté,front,national
23.41807543792918,protections,intelligentes,frontières
9.939584416788314,bien,verra,bien
7.388222915183931,bien,front,national
6.044761620908105,bien,crois,faut
5.8321916161159315,bien,faut,faire
17.792834926321802,toute,série,secteurs
16.644133195967,toute,chose,égale
12.081130413612321,gouvernement,nicolas,sarkozy
20.373681318570725,aura,préparé,sortie
15.046992563761346,élire,président,république
13.697625621261903,quelque,chose,important
12.017884895788647,quelque,chose,assez
9.847033605363702,quelque,chose,crois
25.703477656791428,qatar,arabie,saoudite
18.415765277241977,plus,performante,assurer
12.547251353346514,plus,faible,monde
11.228042060951271,plus,grande,partie
11.033033187670053,plus,millions,étrangers
10.964554165409648,plus,plus,nombreux
9.217320235789614,plus,plus,cher
7.7821881908441775,plus,front,national
7.438753737156642,plus,europe,plus
23.15128889723428,groupes,politico,religieux
20.018838601210632,etats,unis,amérique
13.85134442602308,etats,unis,ailleurs
17.143966126544743,effondrement,pouvoir,achat
19.752192941824454,chiffres,ministère,intérieur
16.286838561637968,droit,vote,étrangers
20.372420772364812,décider,entre,maintient
20.333403307684502,chef,armées,chef
17.551272050790832,premier,secrétaire,parti
12.200462835916344,premier,homme,politique
16.299109415659355,certain,nombre,activités
14.500022109585355,certain,nombre,propositions
14.036075009825566,certain,nombre,sujets
13.666841200159844,certain,nombre,services
13.16160589190942,certain,nombre,groupes
13.036075009825563,certain,nombre,choses
13.00632766643151,certain,nombre,responsables
12.702174273272128,certain,nombre,années
12.573368259155405,certain,nombre,gens
12.554948320088947,certain,nombre,conditions
12.276338108000697,certain,nombre,autres
11.8169064893634,certain,nombre,temps
10.565755075045534,certain,nombre,pays
21.712177262976578,référendum,initiative,populaire
14.785945320438728,absolument,aucune,raison
13.090922278338489,absolument,aucun,problème
18.948590154627958,ambassadeur,france,tunisie
13.319840857243442,mois,plus,tard
8.216591014989948,politique,front,national
20.543606320013037,aller,emprunter,marchés
12.42254380987304,aller,plus,loin
18.821885681784778,jean,françois,copé
8.548300130669897,gens,front,national
16.29518731134579,tour,élection,présidentielle
15.424864859194503,verra,bien,verra
10.191987503527226,beaucoup,autres,pays
19.958643819291883,représentés,assemblée,nationale
13.35462255751641,grande,partie,entre
19.89975013023832,ouverture,totale,frontières
20.0616516847496,anticiper,sortie,euro
16.75343329091409,candidat,présidence,république
16.04759759419205,candidat,élections,présidentielles
20.031383854529743,entre,maintient,territoire
15.709455759642378,entre,homme,femme
23.07412103671182,emprunter,marchés,financiers
18.47653869951377,citoyens,part,entière
19.66087777507851,structure,plus,performante
13.406828019757718,dire,importe,quoi
11.506877931432381,dire,union,européenne
11.069303069819341,dire,quoi,veut
10.347128374177771,dire,quelque,chose
9.816733194019168,dire,beaucoup,choses
9.778687167132915,dire,certain,nombre
15.51995918211928,pendant,campagne,électorale
12.48999990036322,pendant,certain,temps
15.27477195066928,pose,question,savoir
17.486087882030695,croissance,zone,euro
20.107287900647016,niche,fiscale,copé
14.891676520058294,chose,égale,ailleurs
11.341183980002633,enfin,veux,dire
19.626662059740596,banque,france,prérogative
14.675380043420073,immense,majorité,français
15.982520364824545,candidats,présidence,république
15.15956980070024,candidats,deuxième,tour
11.321707720804163,candidats,front,national
18.701868403929772,choses,soient,claires
23.02206353159268,rassemblement,bleu,marine
19.02730017995882,union,européenne,construite
12.565006789219165,nicolas,sarkozy,nicolas
11.522257141759827,nicolas,sarkozy,pouvoir
11.081130413612325,nicolas,sarkozy,était
10.408400930174349,nicolas,sarkozy,ailleurs
14.262545648336019,adhérents,front,national
15.950469887846182,français,origine,étrangère
14.513758345708972,français,rendent,compte
12.88079636003937,français,doivent,savoir
10.037206457217422,français,nicolas,sarkozy
18.33388031051275,celles,allons,gagner
13.660509634255924,présidente,front,national
16.74796396179593,connu,parti,socialiste
23.873754921705377,retour,monnaies,nationales
16.33537196167325,retour,monnaie,nationale
19.274145645019814,prix,nobel,économie
11.876657991876947,veut,dire,quoi
11.14829136596617,veut,rien,dire
8.476478451325214,veut,dire,faut
15.714820704181037,semaines,quelques,mois
17.245840275799665,pourrons,plus,décider
16.208184731055027,unes,après,autres
20.352524666974162,peser,baisse,salaires
21.896474998205456,armes,destruction,massive
16.241990215871386,simple,bonne,raison
15.608137299465021,intérêt,général,intérêt
10.24449198616366,intérêt,france,français
23.281412890618615,bompard,bompard,bompard
12.637955186022882,êtes,train,dire
24.470657035738057,dominique,strauss,kahn
